Neighborhood,Latitude,Longitude,VenueName,VenueLatitude,VenueLongitude,VenueCategory
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Clinique du Louvre,48.859652083234266,2.3411711446746626,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Hôpital Hôtel-Dieu,48.85426436310636,2.3483274594900467,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Centre MST - Hôpital Saint-Louis,48.873544,2.365277,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Hospital Nnecker,48.870182914944884,2.3510021143754627,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Urgences Médico Judiciaires - Hôpital Hôtel-Dieu,48.854185237647485,2.3474114186423347,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,American Hospital of Paris,48.87069730004591,2.331678442426157,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Hôpital Cochin - Pavillon Tarnier,48.84181021351323,2.336161618112389,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Hôpital Port Royal,48.83834,2.336689,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Institut Curie,48.84432402766522,2.345626991340513,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Bloc Opératoire de Traumatologie,48.83625,2.3401763,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Banque D'os De L'hôpital Cochin,48.83784,2.3388937,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Hôtel de Miramion (AP-HP),48.850873818214694,2.3519668573862873,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Urologie - Hôpital Bichat,48.876735599924885,2.3158256995689137,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Hôpital Militaire Villemin,48.874767,2.360945,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Hôpital De Jour Endocrinologie/Diabetologie,48.837616,2.3375673,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Clinique Saint Jean De Dieu,48.84965223693462,2.3176678891559765,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Oncologie - Hopital Cochin,48.839471320565785,2.3393775404308097,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Service Reanimation / Clinique Du Sport,48.836978,2.352641,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Hôpital Cochin,48.837559127634556,2.339302029612265,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,"ICPC Bastille, Institut Coeur Paris Centre",48.85324305,2.36480462,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Centre médical COSEM Miromesnil,48.87622369753306,2.319511332144669,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Clinique Geoffroy Saint-Hilaire,48.84371738939954,2.354856269973575,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Hôpital La Collegiale,48.838894,2.35211177,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Centre D'echographie De Paris-republique,48.866744,2.362251,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Centre des Maladies Rares - Hôpital Cochin,48.84542602097838,2.338264606265257,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Centre D'Echographie De L'Odeon,48.85200933422586,2.3398617096096013,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Upharma,48.85674276700843,2.3490743424927065,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Poste De Soins 3ème étage,48.84359,2.354758,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Medical,48.875059,2.322968,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Hôpital Tarnier,48.85249727678326,2.340446564609777,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Clinique du Sport - Espace Médical Vauban,48.850113,2.311011,Hospital
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,HIA du Val-de-Grâce,48.83966724854628,2.342920303344726,Hospital
Les Halles,48.86319000000003,2.3420100000000734,UNITE REEDUCATION FONCTIONNELLE BELLAN FONDATION LEOPOLD BELLAN,48.88055369,2.36023727,Hospital
Les Halles,48.86319000000003,2.3420100000000734,Apst,48.868236,2.373101,Hospital
